小区名称,地址,参考价格,建筑年代,建筑类型,物业费用,物业公司,开发商,楼栋总数,房屋总数
同馨小筑,(思明思北)小学路35-37号,68968,1988年建成 ,板楼,1元/平米/月,无物业管理服务,无,2栋,98户
复兴世纪,"(思明莲坂)嘉禾路1到3号, 嘉禾路5号",69916,2000年建成 ,板楼,1.5至2.6元/平米/月,厦门盛世豪泰物业服务有限公司,厦门当代置业集团有限公司,7栋,765户
宏益大厦,(思明松柏)湖滨北路235-237号,63335,2004年建成 ,板楼/塔板结合,1.8至1.9元/平米/月,厦门联发集团物业管理有限公司,厦门市宏科有限公司,1栋,185户
东方巴黎,(思明火车站)金榜路102到146号,74105,1997年建成 ,板楼,1.4至3元/平米/月,厦门豪亿物业管理有限公司,厦门福隆置业集团有限公司,6栋,577户
新景天湖广场,(湖里江头)台湾街145到181号,69602,1995年建成 ,板楼,1.6至1.8元/平米/月,厦门新景风华物业管理公司,厦门市鑫新景地房地产开发有限公司,9栋,417户
夏新花园,(思明七星路)湖滨东路313号,76475,1993年建成 ,板楼,0.1至1.5元/平米/月,厦门市福菲物业管理有限公司,厦门夏商房地产有限公司,15栋,421户
丹霞宫巷,"(思明中山路)丹霞宫巷41号, 丹霞宫4号, 丹霞宫巷4-5号",71154,1980年建成 ,板楼,1元/平米/月,无物业管理服务,厦门国贸地产有限公司,11栋,63户
万禾花园,(思明禾祥西路)禾祥西路234到244号,74313,2001年建成 ,板楼,1.15元/平米/月,厦门万亘物业管理有限公司,厦门万禾房地产开发有限公司,1栋,295户
育秀厦工宿舍,"(思明体育中心)育秀中路, 育秀里201-208",75629,1996年建成 ,板楼,0.8元/平米/月,厦门住总物业管理有限公司,厦门市住宅建设总公司,6栋,258户
海城花园,(思明思北)小学路31到35号,68426,1998年建成 ,板楼,1.1元/平米/月,厦门三井物业管理有限公司,厦门三井实业开发有限公司,9栋,289户
阳台佳苑,(思明文园路)阳台山路6到14号,83390,1988年建成 ,板楼,0.5至20元/平米/月,无, 陕西亿润经贸有限公司 ,5栋,90户
世茂湖滨首府C区,(湖里湖边水库)观日西一里9号到13号,72246,2010年建成 ,塔楼/塔板结合,3.28至80元/平米/月,世茂物业管理有限公司厦门分公司,福建世茂置业有限公司,3栋,372户
绿家园,(思明富山)湖滨南五里2到4号,86012,1995年建成 ,塔楼/板楼/塔板结合,1.9至4.5元/平米/月,怡家园（厦门）物业管理有限公司,厦门建发集团有限公司,25栋,594户
中关委大厦,(思明松柏)嘉禾路337号,69557,1999年建成 ,塔板结合,1.5元/平米/月,厦门中建物业有限公司,厦门新中厦房地产开发有限公司,1栋,367户
鸿山小区二期,(思明实验小学及周边)思明南路,90571,2000年建成 ,板楼/塔板结合,1.4至2.1元/平米/月,厦门华菲物业管理有限公司,厦门华远建设集团有限公司,4栋,279户
宏华大厦,(思明斗西路)故宫路128号,63255,2003年建成 ,塔楼,1.2至1.5元/平米/月,厦门市厦禾旧城改造物业管理公司,无开发商,1栋,234户
美仁宫大厦,(思明公园小学及周边)溪岸街78,82061,1999年建成 ,塔楼,1.8元/平米/月,厦门美仁宫物业管理有限公司, 合肥万科瑞翔地产有限公司,1栋,240户
创冠大厦,(思明实验小学及周边)育青路,84674,2003年建成 ,塔楼,1.2元/平米/月,厦门市创优物业管理有限公司,厦门发林房地产开发有限公司,3栋,460户
故宫小区,(思明斗西路)故宫路96-102号,65345,1987年建成 ,板楼,0.3至1元/平米/月,无物业管理服务,无开发商,4栋,135户
海韵园,(思明思北)鹭江道274-294号,82184,1999年建成 ,板楼,1.5至3元/平米/月,怡家园（厦门）物业管理有限公司,厦门建发集团有限公司,4栋,204户
骏宇广场,(思明富山)骏宇广场,68004,1998年建成 ,板楼/平房,0.6至1.2元/平米/月,暂无信息,无,2栋,74户
海鸿花园,"(思明体育中心)思明体育路167-362号, 体育路175号",65156,1990年建成 ,板楼,1元/平米/月,厦门建集房地产开发有限公司,铁建集团,6栋,219户
虎园路,(思明实验小学及周边)虎园路,88587,1975年建成 ,板楼/塔板结合,0.2至1.5元/平米/月,业主自筹物业,厦门国贸地产有限公司,16栋,346户
湖明丽景,(思明槟榔)湖明丽景,76171,1998年建成 ,塔楼/板楼,0.85至3元/平米/月,暂无信息,福建省第四建筑工程建筑公司,18栋,501户
万寿山铁路小区,(思明文园路)万寿路13之13-之15,87207,2003年建成 ,塔楼/板楼,1元/平米/月,无物业管理服务,"""浙江富园房地产开发有限公司",10栋,474户
源昌商业中心,(思明富山)厦禾路989-999号,83147,1998年建成 ,塔楼/板楼,2元/平米/月,厦门市源昌物业服务有限公司,厦门市源昌房地产开发有限公司,1栋,276户
恒达大厦,(思明厦大)大学路177号,89705,2000年建成 ,塔楼/塔板结合,1.3元/平米/月,暂无信息,安图恒达置业有限公司,1栋,470户
金山城,(湖里金山)金山西里161到201号,73196,2004年建成 ,塔板结合,1.8至2.1元/平米/月,厦门鑫安广场物业管理有限公司,厦门中福海实业有限公司,3栋,236户
协成通商大厦,(思明思北)湖滨西路8号,70557,2008年建成 ,塔楼/板楼,1.95至2元/平米/月,厦门佳政物业有限公司,厦门市房地产股份开发有限公司,1栋,311户
筼筜书院,(思明文园路)阳台山路,95566,2010年建成 ,塔楼/板楼,1.8元/平米/月,厦门康乐物业发展有限公司,厦门特房建设工程集团有限公司,2栋,203户
源昌国际城一期,"(思明思北)小学路163到165号, 角滨路13号",75888,2006年建成 ,板楼/塔板结合,1.9至1.95元/平米/月,厦门市新凯宾物业管理有限公司,厦门市源昌房地产开发有限公司,3栋,243户
建发央玺,"(湖里五缘湾)湖里金山路与钟宅路交叉口东南侧, 钟宅五里32号",85980,2013年建成 ,板楼,4.9元/平米/月,怡家园（厦门）物业管理有限公司,厦门兆投房地产开发有限公司 ,10栋,877户
禹洲高HOUSE,(湖里机场区)金尚路2453到2509号,66597,2006年建成 ,塔楼/板楼,1至1.85元/平米/月,禹洲物业服务有限公司,"厦门禹洲集团股份有限公司,",17栋,247户
五州大厦,(思明禾祥西路)禾祥西路372号,64665,1989年建成 ,塔楼,1.6元/平米/月,厦门华菲物业管理有限公司,无开发商,1栋,159户
文园雅阁,(思明文园路)文园路52号之103,83891,2000年建成 ,塔楼/板楼,0.4至1.65元/平米/月,厦门中山物业管理有限公司,厦门中山房地产开发有限公司,3栋,461户
永升松柏中心,(思明松柏)莲岳路,65213,1998年建成 ,板楼,0.9元/平米/月,厦门永升隆物业服务有限公司,厦门永升房地产开发有限公司,5栋,145户
皓晖花园,(思明富山)禾祥东路67到87号,71536,1900年建成 ,塔板结合,1.5至1.7元/平米/月,厦门市厦禾物业管理有限公司,厦门华星开发商,2栋,365户
湖滨一里,(思明外国语学校)湖滨一里,98820,1985年建成 ,板楼,0.1至1.2元/平米/月,无,厦门市特房筼筜开发有限公司,41栋,947户
文图花园,(思明文园路)文屏路50-78,81096,2000年建成 ,板楼,1.2至5.6元/平米/月,厦门骏远物业管理有限公司,厦门市特房筼筜开发有限公司,6栋,231户
百家村花园,(思明实验小学及周边)深田路,91337,2000年建成 ,板楼,1.2元/平米/月,厦门瑞迎达物业管理有限公司,厦门汇德盛房地产开发有限公司,2栋,200户
紫金家园二期,(湖里五缘湾)钟宅西里1到15号,83524,2009年建成 ,板楼,2.6元/平米/月,福建紫金酒店物业管理有限公司厦门分公司,无开发商,2栋,157户
厦成海景花园,(思明思明南路)民族路54之1到8号,76775,2001年建成 ,板楼,1.8元/平米/月,厦门市创优物业管理有限公司,厦门厦成房地产开发有限公司,1栋,477户
港务局宿舍,(思明斗西路)湖滨南路14到18号,65129,1982年建成 ,塔楼/板楼,0.1至10元/平米/月,厦门港务集团物业管理有限公司,厦门港务地产有限公司,12栋,493户
万寿北路,(思明文园路)万寿北路2号,78261,1984年建成 ,板楼,1至3.58元/平米/月,厦门住宅建设集团有限公司,厦门市住宅建设总公司,21栋,347户
华瑞花园,"(思明瑞景)洪文五里1到19号, 洪文五里56-59号, 洪文五里55号",70698,1995年建成 ,塔楼/板楼,0.7至1.2元/平米/月,厦门瑞迎达物业管理有限公司,厦门市建坤实业发展公司,12栋,409户
半山御景2期,(思明仙岳社区)仙岳路1号,73997,1998年建成 ,板楼,2.5至3.8元/平米/月,厦门建发物业管理有限公司,厦门嘉御房地产开发有限公司,2栋,222户
皇家御城,(思明禾祥西路)白鹭洲路59号,86707,2012年建成 ,板楼/塔板结合/平房,3.8至5.3元/平米/月,厦门典尚家园物业管理有限公司,益城（厦门）房地产开发有限公司,5栋,523户
荣滨大厦,(思明松柏)仙岳路162号,73145,2004年建成 ,塔板结合,1至2.8元/平米/月,厦门市住总物业管理有限公司,华联厦门房地产开发中心,2栋,257户
厦罐宿舍,(思明禾祥西路)禾祥西路336到360号,64295,1989年建成 ,板楼,暂无信息,无物业管理服务,无开发商,5栋,277户
文馨园,(思明文园路)文园路82到88号,90808,1997年建成 ,板楼,1至2元/平米/月,厦门深港华森物业管理有限公司,厦门市宏科有限公司,3栋,292户
泉州街12号,(思明思明南路)泉州街12号,85570,1987年建成 ,板楼,0.9元/平米/月,暂无信息,未知,1栋,28户
广电宿舍,(思明禾祥西路)禾祥西路547到581号,67965,1986年建成 ,板楼/塔板结合,0.8元/平米/月,厦门厦房物业管理有限公司,广州天伦房地产开发集团有限公司,6栋,267户
富华广场,(思明公园小学及周边)禾祥西路豆仔尾路171-179号,87017,1998年建成 ,板楼,0.6至1.5元/平米/月,厦门市亿胜发物业管理有限公司,厦门大富华房地产开发有限公司,4栋,193户
禾祥商城,(思明禾祥西路)禾祥西路456之1到5号,70751,1997年建成 ,板楼,1.8元/平米/月,厦门英才物业管理有限公司,厦门英才房地产开发有限公司,6栋,322户
光明馨苑,(思明斗西路)斗西路203号,66483,1987年建成 ,板楼,1.5元/平米/月,暂无信息,统建城市开发公司,11栋,418户
永升海联中心,"(思明松柏)思明区仙岳路, 思明思明区松柏路188号",75721,1999年建成 ,板楼,0.9元/平米/月,无物业管理服务,无开发商,1栋,72户
爱琴海,(思明会展中心)会展南里97号到103号,67666,2008年建成 ,板楼/塔板结合,3.3元/平米/月,厦门市建发怡发园物业管理有限公司,厦门建发集团有限公司,18栋,333户
兴华路,(思明实验小学及周边)福建省厦门市思明区兴华路,98833,1979年建成 ,板楼,3元/平米/月,无物业管理服务,未知,8栋,187户
国盟新天地,"(思明市政府)建业路10号, 建业路12号",75215,2004年建成 ,塔楼,2.3元/平米/月,厦门华菲物业管理有限公司,厦门瑞启房地产开发有限公司,1栋,272户
金山湖景大厦,(湖里湖边水库)仙岳路1962-1964号,64770,1998年建成 ,板楼,0.1至3元/平米/月,厦门市南中物业管理有限公司,厦门南中投资有限公司,3栋,138户
世茂湖滨首府A区,(湖里湖边水库)观日西一里1到8号,66473,2010年建成 ,板楼,3.26至3.28元/平米/月,世茂物业管理有限公司厦门分公司,福建世茂置业有限公司,3栋,167户
艺盛花园,(思明体育中心)体育路121到149号楼,63220,1993年建成 ,板楼,0.75元/平米/月,厦门住总物业管理有限公司, 陕西亿润经贸有限公司 ,3栋,309户
白鹤山路,"(思明文园路)白鹤山路28-38号, 白鹤山路6号, 白鹤山路46号",81975,1980年建成 ,板楼,0.5至2元/平米/月,无物业管理服务,绥芬河佳夏投资有限公司,22栋,377户
理工宿舍,(思明厦大)思明南路394号之1,81112,1983年建成 ,板楼,暂无信息,无物业管理服务, 上海招平房地产开发有限公司,3栋,69户
宝马花园,(思明思北)禾祥西路17号,71605,2001年建成 ,塔楼/板楼/塔板结合,0.8至1.8元/平米/月,宝马花园物业管理,无开发商,2栋,285户
优山美地,(湖里东渡)和旭里37到39号,63852,1999年建成 ,板楼/塔板结合,1.7元/平米/月,厦门国建美地置业有限公司,厦门国建美地置业有限公司,19栋,199户
特房五缘尊府,(湖里五缘湾)钟宅西二里1到8号,93942,2012年建成 ,板楼,2.2至2.5元/平米/月,厦门市特房物业服务有限公司,厦门经济特区房地产开发集团有限公司,8栋,549户
御之苑,(湖里枋湖)梧桐里1到25号,63144,2004年建成 ,板楼,1.8至2.8元/平米/月,台湾安杰物业顾问管理公司,厦门钜丰房地产开发有限公司,5栋,253户
典宝路头街,(思明中山路)厦门市,82191,暂无信息 ,板楼,0.01元/平米/月,厦门夏商置业,暂无信息,2栋,6户
中信惠扬,(思明市政府)湖滨北路59号,63518,1996年建成 ,塔楼,1.8至2.5元/平米/月,国贸物业,惠扬（厦门）房地产发展有限公司,2栋,585户
厦门航空宿舍别墅区,(思明瑞景)洪文八里1到122号,70127,2000年建成 ,板楼,0.1至2元/平米/月,厦门航空物业管理有限公司,无开发商,122栋,222户
武夷花园,(思明市政府)筼筜路5号,67000,1991年建成 ,板楼,0.1至1.65元/平米/月,无,无开发商,19栋,290户
万科湖心岛,(湖里湖边水库)金边路万科湖心岛,82844,2008年建成 ,塔楼/塔板结合/平房,1.5至5.88元/平米/月,暂无信息,厦门万科房地产有限公司,10栋,884户
大学城,(思明厦大)演武路15到69号,84812,2003年建成 ,塔楼/板楼/塔板结合,1.5至2元/平米/月,厦门物业管理,厦门金国际地产发展有限公司 ,4栋,1054户
当代天境思明,(思明思明南路)民族路58号,105752,2010年建成 ,塔楼/板楼,2.2至2.5元/平米/月,厦门当代投资集团有限公司,厦门当代置业集团有限公司,2栋,201户
华新路老别墅,(思明公园小学及周边)华新路8-35号,99325,1960年建成 ,板楼,暂无信息,无,无开发商,37栋,47户
同安里,(思明实验小学及周边)同安里,92953,1992年建成 ,塔板结合,暂无信息,暂无信息,无,4栋,32户
民族路,"(思明思明南路)民族路83号, 民族路175号, 民族路52号",68845,1949年建成 ,板楼,1.5元/平米/月,暂无信息,"""浙江富园房地产开发有限公司",27栋,517户
文屏路,"(思明文灶)文屏路, 文屏路6号",70376,1952年建成 ,板楼,0.5至20元/平米/月,暂无信息, 合肥万科瑞翔地产有限公司,17栋,311户
兴鸿广场,(思明思北)鹭江道272号,63037,1999年建成 ,塔楼,1.6元/平米/月,厦门友朋四方物业管理有限公司,联丰(厦门)房地产开发有限公司,1栋,204户
大同学府,(思明思北)湖滨西路1号,78955,1990年建成 ,板楼,4.6元/平米/月,厦门集大物业管理有限公司,无,1栋,140户
美头山路,(思明禾祥西路)美头山路,77665,1979年建成 ,板楼/塔板结合/平房,0.3至1.99元/平米/月,无物业管理服务,无开发商,13栋,288户
恒滨名宫,(思明白鹭洲)天湖路46号,77061,1998年建成 ,板楼,1.6元/平米/月,厦门市创优物业管理有限公司,厦门恒滨有限公司,1栋,118户
后江埭路,(思明禾祥西路)后江埭路34号,65690,1979年建成 ,板楼,暂无信息,暂无信息, 大理耀鹏房地产开发有限责任公司,18栋,370户
中山海景广场,"(思明思明南路)中山路112-124号, 中山路108号之106",88162,2008年建成 ,塔楼/板楼,2.1元/平米/月,暂无信息,厦门市盈晖房地产开发有限公司,2栋,335户
东卉花园,(思明市政府)筼筜路2到34号,77950,1990年建成 ,板楼,1.6至1.85元/平米/月,厦门皇嘉泰物业管理有限公司,无开发商,6栋,238户
故宫路,(思明思北)故宫路26号,70497,1979年建成 ,板楼/塔板结合/平房,0.8至1.8元/平米/月,暂无信息,无,20栋,132户
大西洋海景城,"(思明思北)湖滨西路7到11号, 湖滨西路15号",66811,1993年建成 ,塔楼/塔板结合,1.5至2.15元/平米/月,厦门市大西洋物业管理有限公司,厦门大西洋房地产开发有限公司,4栋,616户
裕盛园,"(思明禾祥东路)湖滨南路294号, 湖滨南路294-1号, 湖滨南路294-2号, 湖滨南路294-100-294-130号",70903,1996年建成 ,板楼,1至2元/平米/月,厦门豪亿物业管理有限公司,厦门三福裕房地产开发有限公司,2栋,251户
老虎城,(思明思明南路)思明南路124到128号,85763,2005年建成 ,板楼,2元/平米/月,厦门广汇川物业管理有限公司,厦门市汇盛房地产开发有限公司,1栋,136户
玫瑰园,(思明七星路)金桥路169到203号,65506,1998年建成 ,板楼,1.2元/平米/月,厦门市禾源物业管理有限公司,厦门延铭房地产开发有限公司,3栋,296户
中建大厦,(思明岳阳社区)仙岳路237号,68162,1998年建成 ,塔楼,1.5元/平米/月,厦门市国瑞物业管理有限公司,厦门奔马实业有限公司,1栋,302户
食品饮料厂宿舍,(思明禾祥西路)故宫路101号,65155,1989年建成 ,板楼,0.2元/平米/月,无物业管理服务,无开发商,2栋,42户
佳馨美墅,"(湖里大唐世家)园山北二里9号, 园山北二里8号",68964,1994年建成 ,板楼/塔板结合/平房,1.8至3.6元/平米/月,北京戴德梁行物业管理有限公司厦门物业管理分公司,厦门佳瑞房地产开发有限公司,51栋,149户
山水芳邻,(思明市政府)思明区湖滨中路503-517号,93125,2006年建成 ,板楼,2.8元/平米/月,厦门建发物业管理有限公司,厦门建发集团有限公司,1栋,314户
新景七星公馆,(思明七星路)七星西路126号,91820,1995年建成 ,塔楼/板楼,2至5元/平米/月,厦门国贸物业管理有限公司,厦门新景地集团有限公司,4栋,657户
亿力百家苑,(思明文园路)溪岸街60到70号,92961,2011年建成 ,塔楼/板楼,0.1至2.5元/平米/月,厦门白士德楼宇管理有限公司,福建省亿力房地产股份有限公司,4栋,184户
怡祥花园,(思明松柏)思明区长青北路80-120号,65658,1994年建成 ,板楼,0.75至1元/平米/月,厦门市求誉物业管理有限公司,厦门信隆房地产联合开发有限公司,26栋,486户
镇海花园,(思明实验小学及周边)镇海路61-69号,87970,1986年建成 ,塔楼/板楼/平房,1至1.5元/平米/月,业主自筹物业管理,建发房产,2栋,227户
特房山水尚座湖里,"(湖里万达广场)金益五里1到8号, 金益五里2号, 金益五里2-1号, 金益五里4号, 金益五里4-112号",62582,2012年建成 ,板楼/塔板结合,1.9至3.54元/平米/月,厦门市特房物业服务有限公司,厦门特房建设工程集团有限公司,9栋,581户
云海山庄,(思明黄厝)黄厝路103号,80273,2000年建成 ,板楼,2.7元/平米/月,暂无信息,厦门诚毅地产投资管理有限公司 ,29栋,40户
阳明楼思明,(思明市政府)建业路26号,65211,1996年建成 ,塔楼/塔板结合,1.5至3元/平米/月,厦门缘合物业管理有限公司,厦门群伟房地产开发有限公司,3栋,86户
佳祥花园,(思明富山)湖滨东路88号,73455,1990年建成 ,板楼/塔板结合,1.8元/平米/月,厦门夏商置业,厦门夏商房地产有限公司,2栋,212户
五龙大厦,(思明禾祥西路)湖滨南路94到104号,64738,1996年建成 ,板楼,1至1.5元/平米/月,厦门市万家合物业服务有限公司 ,厦门五龙房产有限公司,1栋,279户
双十教师宿舍,(思明实验小学及周边)镇海路34号,85727,1990年建成 ,板楼,0.8元/平米/月,暂无信息,无,1栋,48户
南岳山庄,(思明仙岳社区)仙岳路1号,64131,2000年建成 ,板楼,1.8元/平米/月,厦门水务物业管理有限公司,厦门中兴房地产开发有限公司,9栋,95户
海峡国际社区三期,"(思明会展中心)会展北里51到57号, 会展北里34号",94739,2012年建成 ,板楼,4.98至80元/平米/月,厦门滕王阁物业管理有限公司,厦门市滕王阁房地产开发有限公司,7栋,364户
横竹路,(思明中山路)横竹路37号,82002,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,8栋,36户
万峰华庭,(思明市政府)湖滨中路519号,73278,2002年建成 ,塔楼,3元/平米/月,厦门国贸物业管理有限公司,厦门侨华有限公司,1栋,224户
蓼花路,(思明实验小学及周边)蓼花路12号,87280,1979年建成 ,板楼,暂无信息,暂无信息,暂无信息,3栋,12户
霞溪路,(思明中山路)霞溪路,79695,1983年建成 ,塔楼/板楼/塔板结合,1至10元/平米/月,无,未知,13栋,169户
中岸巷,(思明中山路)中岸巷47号,87529,1994年建成 ,平房,暂无信息,暂无信息,无,8栋,22户
和乐苑小区,(思明富山)海屯路与科普路交汇处,73116,1986年建成 ,塔楼/板楼,1.5元/平米/月,暂无信息,无,10栋,124户
古城东路,"(思明实验小学及周边)古城东路34号, 古城东路10号",63188,1985年建成 ,板楼,暂无信息,无物业管理服务,暂无信息,9栋,31户
溪岸社区,(思明公园小学及周边)公园北路20号,72334,1983年建成 ,平房,2.3元/平米/月,万美花园物业,万业集团,1栋,20户
光荣路,(思明实验小学及周边)光荣路,80148,1986年建成 ,板楼,0.5元/平米/月,暂无信息, 陕西亿润经贸有限公司 ,7栋,15户
北门外街,(思明公园小学及周边)厦门市思明区北门外街25号,79045,1965年建成 ,板楼/平房,1至2元/平米/月,暂无信息,厦门中城集团,14栋,56户
大埔头,(思明厦大)大埔头99号,68565,1962年建成 ,板楼,暂无信息,暂无信息,暂无信息,29栋,299户
尚武路,(思明实验小学及周边)尚武路52号,82100,1990年建成 ,未知类型,暂无信息,暂无信息,暂无信息,11栋,16户
公园北路,(思明公园小学及周边)公园北路42号,92779,1981年建成 ,板楼,暂无信息,暂无信息,暂无信息,4栋,9户
协和路,(思明实验小学及周边)协和路,91809,1999年建成 ,塔板结合,2元/平米/月,福建金绿物业管理有限公司,金辉地产,1栋,1户
顶峰鹭江1号,(思明中山路)鹭江道顶峰鹭江1号,86561,2013年建成 ,塔板结合,1元/平米/月,厦门吴管家物业管理有限公司,厦门顶峰房地产开发有限公司,2栋,451户
站西路,(思明火车站)站西路106号,63158,2000年建成 ,板楼,5元/平米/月,暂无信息,众开集团,5栋,30户
大桥头,(思明厦大)大桥头,81283,暂无信息 ,板楼/平房,暂无信息,暂无信息,暂无信息,8栋,20户
特房缘美御海墅,(湖里五缘湾)钟宅路特房缘美御海墅,76043,2018年建成 ,未知类型,暂无信息,暂无信息,暂无信息,2栋,10户
草埔尾小区,(思明公园小学及周边)思明区草埔尾18号,78419,1953年建成 ,平房,暂无信息,暂无信息,暂无信息,3栋,9户
公园南路,(思明公园小学及周边)公园南路12号,79600,1990年建成 ,板楼,暂无信息,暂无信息,暂无信息,5栋,10户
土崎巷,(思明中山路)土崎巷4号,79318,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,3栋,3户
古城东路,"(思明实验小学及周边)古城东路34号, 古城东路10号",63188,1985年建成 ,板楼,暂无信息,无物业管理服务,暂无信息,9栋,31户
北门外街,(思明公园小学及周边)厦门市思明区北门外街25号,79045,1965年建成 ,板楼/平房,1至2元/平米/月,暂无信息,厦门中城集团,14栋,56户
敦睦山庄,(湖里保税区)湖里区鸿宾路15号-3,92661,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
营平路,(思明中山路)营平路41 号,66925,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,3栋,3户
市场路,(思明鼓浪屿)市场路117号,67472,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,2栋,2户
机械化宿舍,(思明七星路)体育路17号,63306,1995年建成 ,板楼,暂无信息,厦门市海投物业有限公司,暂无信息,1栋,43户
打锡箔巷,(思明中山路)厦门市思明区打锡箔巷7号,86436,1994年建成 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
合群路,(思明实验小学及周边)合群路34号,93715,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,3栋,5户
东明路,(思明槟榔)思明区东明路112号,69382,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,3栋,11户
白厝墓,(思明思明南路)定安小学,63350,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,5栋,5户
斗西路,(思明公园小学及周边)斗西路20号,86684,1978年建成 ,板楼,2元/平米/月,暂无信息,国和房产,16栋,76户
文灶地铁社区一期,(思明禾祥东路)禾祥东路文灶地铁社区一期,79805,2019年建成 ,板楼/塔板结合,2.45至3元/平米/月,厦门地铁恒泰公司,暂无信息,13栋,1762户
世茂国风长安,(翔安翔安新城)翔安西路和洪钟大道的交汇处,78329,2021年建成 ,板楼,6.18至6.5元/平米/月,世茂物业管理有限公司厦门分公司,福建世茂瑞盈房地产开发有限公司,37栋,2014户
下澳仔,(思明厦大)下澳仔,83748,1991年建成 ,板楼,暂无信息,暂无信息,无,12栋,119户
养真宫街,(思明思北)养真宫街,71709,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,7栋,7户
中埔头,(思明厦大)中埔头41号,64467,1984年建成 ,板楼,暂无信息,暂无信息,无,14栋,92户
定安海景公寓,(思明思明南路)厦门市思明区思明南路218号12B室（15层及跃层）,69371,1998年建成 ,塔楼,2元/平米/月,暂无信息,暂无信息,1栋,3户
东方高尔夫别墅一期,(海沧马銮湾东)马青路东方高尔夫别墅一期,67495,1995年建成 ,板楼/塔板结合/平房,2至5.6元/平米/月,暂无信息,暂无信息,78栋,78户
三官巷,(思明实验小学及周边)三官巷27-1号,72276,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,2栋,2户
香秀里二期,(思明莲花一村)香秀路香秀里二期,64641,1993年建成 ,塔楼/板楼,0.8元/平米/月,暂无信息,暂无信息,4栋,168户
南菜园角,(思明思明南路)南菜园角12号到18号,89590,1986年建成 ,板楼/平房,暂无信息,暂无信息,未知,4栋,4户
尚武路,(思明实验小学及周边)尚武路52号,82100,1990年建成 ,未知类型,暂无信息,暂无信息,暂无信息,11栋,16户
料船头街,(思明厦大)料船头33号,67516,1990年建成 ,平房,暂无信息,暂无信息,无,10栋,17户
槟榔西里菜市场宿舍,(思明槟榔)东明路184,64373,1990年建成 ,塔板结合,暂无信息,暂无信息,暂无信息,2栋,10户
鹤寿路,(思明文园路)鹤寿路26号,89388,1983年建成 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,3户
自强路,(思明文园路)自强路1号,75898,2015年建成 ,板楼,暂无信息,暂无信息,暂无信息,5栋,4户
香秀里二期,(思明莲花一村)香秀路香秀里二期,64641,1993年建成 ,塔楼/板楼,0.8元/平米/月,暂无信息,暂无信息,4栋,168户
三官巷,(思明实验小学及周边)三官巷27-1号,72276,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,2栋,2户
南菜园角,(思明思明南路)南菜园角12号到18号,89590,1986年建成 ,板楼/平房,暂无信息,暂无信息,未知,4栋,4户
养真宫街,(思明思北)养真宫街,71709,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,7栋,7户
仁安巷,(思明实验小学及周边)仁安巷31号,90255,2007年建成 ,板楼,暂无信息,暂无信息,暂无信息,1栋,1户
南溪仔乾街,(思明厦大)民族路南溪仔乾街,66023,1990年建成 ,板楼,1元/平米/月,暂无信息,无,11栋,17户
仙岳下社,(思明仙岳社区)仙岳下社10号,77288,1998年建成 ,板楼,0.8元/平米/月,厦门市住总物业管理公司,上海中房住佳房产有限公司,4栋,4户
斗西路,(思明公园小学及周边)斗西路20号,86684,1978年建成 ,板楼,2元/平米/月,暂无信息,国和房产,16栋,76户
机械化宿舍,(思明七星路)体育路17号,63306,1995年建成 ,板楼,暂无信息,厦门市海投物业有限公司,暂无信息,1栋,43户
市场路,(思明鼓浪屿)市场路117号,67472,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,2栋,2户
营平路,(思明中山路)营平路41 号,66925,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,3栋,3户
白厝墓,(思明思明南路)定安小学,63350,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,5栋,5户
虎园路财政宿舍,(思明实验小学及周边)虎园路19号,98198,1990年建成 ,板楼,暂无信息,暂无信息,暂无信息,1栋,57户
天泉西里29号,(思明曾厝垵)天泉西里29号,91845,暂无信息 ,平房,0.8元/平米/月,厦门万亘,暂无信息,6栋,6户
东门路,(思明实验小学及周边)东门路,89564,1990年建成 ,板楼,暂无信息,无物业管理服务,暂无信息,7栋,35户
非矿大厦,(思明外国语学校)湖滨南路91号,75766,1996年建成 ,塔楼,2.4元/平米/月,厦门市嘉福园物业管理有限公司,厦门非矿房地产开发有限公司,1栋,132户
国贸花园,(思明白鹭洲)天湖路55到69号,73336,1999年建成 ,板楼,1.4至2.3元/平米/月,厦门国贸物业管理有限公司,厦门国贸房地产有限公司,4栋,165户
